,boot,coef_lag0,coef_lag1,coef_lag2,sum
148,148,1.353253198,1.076775474,0.985365422,3.415394095
149,149,2.006777676,2.060951899,2.182182081,6.249911655
150,150,1.114424049,1.079483417,1.362562923,3.55647039
151,151,0.70101617,0.726869925,0.625193601,2.053079696
152,152,1.090367265,0.828921222,0.97813341,2.897421897
153,153,2.708604107,2.105476168,2.399267731,7.213348006
154,154,1.317252749,0.962090876,1.318958774,3.598302399
155,155,0.937431087,1.037662876,1.011962676,2.987056639
156,156,0.599067934,0.49110929,0.464144561,1.554321785
157,157,0.895598095,1.001658305,1.152348897,3.049605297
158,158,1.066086506,0.947474324,0.999565376,3.013126206
159,159,0.751348191,0.749695402,0.550365427,2.05140902
160,160,0.961609708,0.660515218,0.825893537,2.448018463
161,161,1.50545321,1.273036675,1.333168254,4.111658139
162,162,0.663559513,0.561738669,0.448619468,1.67391765
163,163,0.788273442,0.745424764,1.020306009,2.554004215
164,164,0.757718265,0.666415202,1.033470792,2.457604259
165,165,0.795464021,0.512187866,0.647701222,1.955353109
166,166,0.952274679,0.807611523,0.995858373,2.755744575
167,167,0.507008661,0.415975311,0.465499515,1.388483487
168,168,1.020519435,0.980585132,1.120976388,3.122080955
169,169,1.698899078,1.405289699,1.932599777,5.036788553
170,170,0.967820703,0.767290426,1.060412756,2.795523885
171,171,0.849769818,0.678633788,1.230933712,2.759337318
172,172,0.656232922,0.694546494,0.830333817,2.181113233
173,173,1.097832277,0.894002463,0.855187375,2.847022114
174,174,0.904829205,0.879497281,0.96030235,2.744628836
175,175,0.936901567,0.695015357,1.009379714,2.641296638
176,176,1.485218744,1.392564538,1.871836246,4.749619528
177,177,0.713528485,0.590229422,0.7081488,2.011906707
178,178,0.838147094,0.62521438,0.827072778,2.290434253
179,179,1.195536542,1.146589016,1.384798188,3.726923746
180,180,1.140369055,1.011487433,1.217326308,3.369182795
181,181,1.228519916,1.206179132,1.383756449,3.818455498
182,182,0.726956055,0.606329001,0.771000268,2.104285324
183,183,1.220902738,1.061297157,1.347248715,3.629448611
184,184,0.749408285,0.775226769,0.929350233,2.453985287
185,185,1.199609384,1.123432393,1.290830785,3.613872562
186,186,0.84422889,0.698985063,0.842656219,2.385870172
187,187,0.847082524,0.658293532,0.899318211,2.404694268
188,188,1.291054424,1.020126882,1.343590033,3.654771339
189,189,0.887834736,0.813704182,0.869109988,2.570648907
190,190,0.73146166,0.646675234,0.708717565,2.086854459
191,191,1.10716083,0.810657224,1.047612059,2.965430113
192,192,1.290493573,1.304439719,1.201211826,3.796145118
193,193,0.531763537,0.405176543,0.460026521,1.396966602
194,194,1.183320075,1.021369635,1.058733072,3.263422781
195,195,1.224327813,1.096187331,1.328079565,3.648594709
196,196,0.921523514,0.949540712,1.030073106,2.901137333
197,197,1.294906359,1.115293309,1.168358728,3.578558396
198,198,2.854015877,2.570676366,2.481470142,7.906162385
199,199,0.416072366,0.408135642,0.420188057,1.244396064
200,200,2.494472511,2.226962482,2.174004907,6.895439899
201,201,0.897262589,0.926897133,0.986953797,2.811113519
202,202,0.772074712,0.738652333,0.878697914,2.389424959
203,203,0.637512451,0.500233379,0.583631872,1.721377702
204,204,1.218050432,0.939805349,1.236602454,3.394458235
205,205,1.103347058,1.009008968,1.439126697,3.551482723
206,206,0.577321321,0.483951173,0.553221982,1.614494476
207,207,0.762367167,0.689304132,0.89043861,2.34210991
208,208,1.194972157,1.022169407,1.316503437,3.533645002
209,209,1.084699987,1.0468227,1.2153885,3.346911187
210,210,1.116204473,0.841764945,1.12077989,3.078749307
211,211,0.860840377,0.722207697,0.713138901,2.296186976
212,212,0.611081662,0.913390038,0.946584575,2.471056276
213,213,0.508573,0.549466231,0.672908836,1.730948068
214,214,0.807235533,0.800059874,0.81067681,2.417972217
215,215,0.83634797,0.606165258,0.960658106,2.403171333
216,216,0.58802704,0.525883204,0.687256422,1.801166666
217,217,0.77513285,0.624647059,0.840686759,2.240466668
218,218,0.70323517,0.707980498,0.726502656,2.137718324
219,219,0.702950511,0.498434566,0.6178653,1.819250377
220,220,0.905381598,0.840870463,0.689211908,2.435463969
221,221,0.919519326,0.767468144,1.105913457,2.792900927
222,222,1.055121015,1.083878449,1.189695294,3.328694759
223,223,0.905614572,0.811884516,0.89204195,2.609541037
224,224,1.4283499,1.127035825,1.247253257,3.802638982
225,225,0.999973946,0.812039987,0.901152093,2.713166027
226,226,0.543730494,0.473606247,0.465266376,1.482603116
227,227,0.911369469,0.756848429,1.04945044,2.717668339
228,228,0.434648909,0.424173301,0.80155736,1.66037957
229,229,0.879561396,0.649183509,0.921740848,2.450485753
230,230,0.958802963,0.857067037,0.858589934,2.674459934
231,231,0.877970557,0.802970825,0.80924118,2.490182562
232,232,0.367694875,0.22553762,0.419569838,1.012802333
233,233,1.385099689,1.189627508,1.476483673,4.051210871
234,234,0.749002427,0.640419086,0.790559959,2.179981472
235,235,0.457283962,0.581586381,0.759603589,1.798473932
236,236,1.15163886,1.112728391,1.344951726,3.609318977
237,237,1.306097592,1.2146052,1.323258429,3.84396122
238,238,0.825217269,0.784987475,0.774516089,2.384720834
239,239,0.821704163,0.783779163,0.936064142,2.541547467
240,240,0.541814587,0.357386083,0.471497672,1.370698342
241,241,1.288679523,1.26509481,1.213568018,3.76734235
242,242,1.529143811,1.40820395,1.529986324,4.467334084
243,243,1.199947306,0.997994787,1.257672321,3.455614414
244,244,0.642793522,0.513478072,0.633049674,1.789321268
245,245,2.079315358,1.940978961,2.048027838,6.068322157
246,246,1.064523508,1.327982181,1.261775352,3.65428104
247,247,1.161154309,1.132630849,1.231247138,3.525032295
248,248,1.268833943,1.146619566,1.239198623,3.654652132
249,249,1.539501753,1.332411451,1.485177524,4.357090727
250,250,2.033350416,1.932510333,2.244816639,6.210677388
251,251,0.459377121,0.51033186,0.714234052,1.683943034
252,252,1.706450283,1.407301054,1.762024067,4.875775404
253,253,0.64728699,0.557240109,0.76337933,1.967906429
254,254,0.690468553,0.598433212,0.724912591,2.013814355
255,255,0.747241074,0.655878619,0.790490425,2.193610118
256,256,0.718619866,0.679077469,0.9024924,2.300189735
257,257,0.644719158,0.601719292,0.809083314,2.055521764
258,258,0.670893885,0.549137998,0.568759515,1.788791398
259,259,0.639269111,0.677947091,0.906239359,2.223455561
260,260,2.30680216,1.845749988,2.247305779,6.399857927
261,261,0.465552054,0.403305897,0.577026991,1.445884942
262,262,1.1406266,1.192268213,1.30130535,3.634200163
263,263,1.398127113,1.244108302,1.247073908,3.889309323
264,264,0.399483993,0.35670773,0.587773161,1.343964885
265,265,1.497799735,1.050506969,1.295230376,3.84353708
266,266,0.788830155,0.597866868,0.701627835,2.088324859
267,267,0.799314445,0.589748541,0.792474656,2.181537642
268,268,1.271968287,1.081812226,1.080040216,3.433820729
269,269,1.332548838,0.970192963,1.26793453,3.570676332
270,270,0.806031433,0.730450769,0.915898683,2.452380885
271,271,2.216022297,2.499742438,2.415996471,7.131761207
272,272,1.715187741,1.40565591,1.46075579,4.581599441
273,273,0.656118157,0.572238225,0.640842863,1.869199246
274,274,1.072779171,0.937197731,1.129370469,3.139347371
275,275,1.270951369,1.203088876,1.059595201,3.533635445
276,276,0.742947102,0.675396456,0.685627827,2.103971385
277,277,0.74041805,0.616543563,0.767406958,2.124368572
278,278,1.206863145,1.181160177,1.379504497,3.767527819
279,279,0.839852346,0.76831974,1.017657588,2.625829674
280,280,1.209592969,1.109748326,1.003588061,3.322929356
281,281,1.778204162,1.411378375,1.63828729,4.827869826
282,282,0.903941708,0.827524273,0.939484553,2.670950534
283,283,0.888952012,0.71614267,1.081711347,2.686806029
284,284,0.698548137,0.68459945,0.891084115,2.274231702
285,285,0.870902371,0.733138405,0.905672776,2.509713551
286,286,0.890019819,0.907020559,0.844170857,2.641211234
287,287,0.817069054,0.517856588,0.81192558,2.146851222
288,288,0.807527681,0.637752361,1.066043168,2.511323209
289,289,0.503677072,0.463356674,0.621591936,1.588625682
290,290,0.862511503,0.792273561,1.21393078,2.868715844
291,291,0.954323012,0.773035035,0.993549841,2.720907888
292,292,0.547031545,0.606732429,0.639120506,1.79288448
293,293,0.606554577,0.475385539,0.532728729,1.614668846
294,294,0.885061033,0.874800657,1.073187119,2.833048809
295,295,1.157272407,1.057412876,1.17032541,3.385010693
296,296,0.918028025,0.785695472,0.73121891,2.434942407
297,297,0.406882247,0.308673428,0.454167075,1.16972275
298,298,0.828163711,0.935056799,1.008953077,2.772173586
299,299,1.357036663,1.095452096,1.345367053,3.797855812
300,300,0.699660614,0.526806052,0.696609115,1.923075782
301,301,1.479400311,1.153659807,1.418687315,4.051747433
302,302,1.305858978,1.051731909,1.368551727,3.726142614
303,303,0.455654766,0.374340517,0.481731766,1.311727049
304,304,1.527899424,1.494070885,1.3484912,4.370461509
305,305,1.767104564,1.679239296,1.76164594,5.207989799
306,306,1.000537255,0.814415618,1.139459197,2.95441207
307,307,0.428446568,0.51754692,0.575426024,1.521419513
308,308,0.653877581,0.712815456,0.776780143,2.14347318
309,309,0.580345547,0.441965641,0.837719882,1.860031069
310,310,0.77335237,0.627147456,0.844035857,2.244535683
311,311,0.665398954,0.57190237,0.610569585,1.847870909
312,312,0.944234479,0.783688387,0.922243556,2.650166422
313,313,1.650900352,1.697113772,1.911204111,5.259218235
314,314,2.112010812,1.769256728,1.914648511,5.79591605
315,315,0.681018195,0.538161954,0.775352811,1.994532959
316,316,0.912296251,0.676606362,0.919093224,2.507995838
317,317,1.600026708,1.309923223,1.332046364,4.241996295
318,318,0.537681635,0.398999843,0.572519428,1.509200906
319,319,1.255039149,1.047029493,1.193075685,3.495144327
320,320,1.151937712,0.716349061,1.014754589,2.883041362
321,321,1.224060793,1.087046077,1.204034896,3.515141766
322,322,0.988212871,0.869045092,0.861527133,2.718785097
323,323,0.925702793,1.166357355,1.15776441,3.249824558
324,324,1.518472467,1.440041141,1.454393589,4.412907197
325,325,0.599826296,0.446156191,0.54747389,1.593456377
326,326,0.9576563,1.141121116,1.237109526,3.335886941
327,327,1.192744695,1.211650318,1.159845955,3.564240968
328,328,1.555211201,1.525852191,1.689587268,4.77065066
329,329,0.622569747,0.687635105,0.656871273,1.967076126
330,330,1.040705874,0.850770435,0.937447409,2.828923717
331,331,0.954732383,0.948211844,1.039660644,2.942604871
332,332,1.185837563,1.239910427,1.586507008,4.012254998
333,333,1.731672484,1.527370252,1.848270085,5.10731282
334,334,1.165551906,0.868588511,0.874556359,2.908696776
335,335,0.99327659,0.73891509,1.092706397,2.824898077
336,336,1.021304097,1.137086315,1.341664469,3.500054881
337,337,0.4329131,0.429169077,0.616832057,1.478914234
338,338,0.913885561,0.63453571,0.884453879,2.43287515
339,339,0.807723793,0.646789185,0.943441405,2.397954382
340,340,0.592878805,0.627963536,0.512034787,1.732877128
341,341,0.671931996,0.492154513,0.643085989,1.807172498
342,342,0.904909814,0.817706789,0.837692376,2.560308979
343,343,1.091257814,1.045561594,1.228960408,3.365779816
344,344,0.560279971,0.384466653,0.609921249,1.554667874
345,345,2.526425397,2.871597165,2.93056371,8.328586272
346,346,1.008544977,1.012995287,1.095685251,3.117225516
347,347,0.920418611,0.884705215,0.877640395,2.682764221
348,348,0.931912203,0.893319045,1.109841914,2.935073162
349,349,1.053121426,1.034635221,1.188602833,3.27635948
350,350,0.636629922,0.464422724,0.666955644,1.76800829
351,351,1.030212316,1.039647185,1.164018234,3.233877735
352,352,1.737475058,1.492475603,1.802328359,5.032279021
353,353,0.624951269,0.461450681,0.645670726,1.732072677
354,354,1.151090302,1.016978923,1.376835697,3.544904922
355,355,1.10132357,0.877134905,1.100684835,3.07914331
356,356,0.634910647,0.543708233,0.510010392,1.688629273
357,357,0.674285536,0.726736795,0.701052597,2.102074928
358,358,1.028124907,0.709730801,0.947429008,2.685284716
359,359,0.542737835,0.574608012,0.658204095,1.775549942
360,360,1.137952553,1.097128468,1.237706039,3.47278706
361,361,0.5346637,0.412862323,0.55776822,1.505294243
362,362,0.681956532,0.602718823,0.647515093,1.932190449
363,363,0.690904882,0.55109998,0.478263192,1.720268053
364,364,1.356318965,1.13628115,1.316443572,3.809043687
365,365,0.971706853,0.618542645,1.046573163,2.63682266
366,366,1.770333123,1.518925567,1.538058061,4.827316751
367,367,0.790232426,0.570591506,0.671312217,2.032136149
368,368,0.809722195,0.627569121,0.779314369,2.216605686
369,369,0.643488328,0.557761543,0.492109442,1.693359313
370,370,1.017895983,0.848666636,1.083595959,2.950158578
371,371,0.910195455,0.954245289,0.985289551,2.849730296
372,372,0.844789071,0.642523062,1.000416542,2.487728675
373,373,0.702954056,0.534805718,0.598446022,1.836205795
374,374,1.264444216,1.153396414,1.168752374,3.586593004
375,375,1.019376533,0.956256727,1.181455126,3.157088385
376,376,1.912723796,1.681175883,1.906530413,5.500430093
377,377,1.347323985,0.938339015,1.334122901,3.619785901
378,378,0.678311948,0.593614088,0.689104803,1.961030839
379,379,1.242707713,1.419781563,1.204809996,3.867299272
380,380,2.805904023,2.75583895,2.926338306,8.488081279
381,381,0.677686433,0.575975701,0.76044613,2.014108264
382,382,0.847515889,0.824457356,0.845532785,2.517506031
383,383,0.916507771,0.878533473,0.809835649,2.604876893
384,384,1.25960119,1.222288994,1.460557303,3.942447487
385,385,0.574877717,0.644837739,0.65045648,1.870171935
386,386,0.906552594,0.863450682,0.995737064,2.76574034
387,387,0.675170534,0.763726124,0.815695847,2.254592505
388,388,1.407004556,1.049408944,1.457206458,3.913619957
389,389,1.22942064,1.164367736,1.142636932,3.536425308
390,390,0.672078877,0.668786425,0.856963559,2.197828862
391,391,0.662395242,0.592052782,0.702083067,1.956531091
392,392,0.778168187,0.639221017,0.748481657,2.165870861
393,393,0.942594154,0.831257837,0.812744223,2.586596213
394,394,1.238537213,0.985761445,1.026411323,3.250709981
395,395,0.571358389,0.572338931,0.825276041,1.968973361
396,396,1.039392575,0.825313813,0.971762215,2.836468604
397,397,0.569872208,0.452634866,0.555984558,1.578491632
398,398,1.077739252,0.833520088,1.114955428,3.026214768
399,399,0.545579029,0.599634541,0.632279431,1.777493001
400,400,1.344489311,1.110737058,1.345983997,3.801210366
401,401,1.188452055,0.906748689,1.006224183,3.101424928
402,402,1.618838406,1.236019423,1.489624584,4.344482412
403,403,1.047367686,0.753828793,1.076275413,2.877471892
404,404,0.962510086,0.623982702,0.629963591,2.21645638
405,405,1.144528994,1.002721635,1.020568877,3.167819506
406,406,0.567468913,0.301481918,0.650752961,1.519703791
407,407,1.279816572,1.344718453,1.506597318,4.131132343
408,408,0.812499919,0.656490452,0.773159051,2.242149423
409,409,1.134359731,0.724722182,0.940927465,2.800009378
410,410,1.806517758,1.625295766,1.498123505,4.929937029
411,411,0.625403509,0.572320722,0.539116858,1.73684109
412,412,0.948588459,0.912406815,1.07726138,2.938256655
413,413,1.054850899,0.733380732,0.919776917,2.708008548
414,414,0.815847475,0.858225537,1.000984357,2.675057369
415,415,1.895815388,1.54976788,1.748666692,5.19424996
416,416,0.806420063,0.892296644,0.955141916,2.653858623
417,417,0.825453612,0.67077486,0.946726846,2.442955317
418,418,0.859421666,0.675210543,1.045351941,2.57998415
419,419,1.220504966,1.043415417,1.222819762,3.486740145
420,420,1.047515364,0.939414937,1.29688829,3.283818591
421,421,1.677025392,1.504061558,1.54148661,4.72257356
422,422,1.474023177,1.233952067,1.63878851,4.346763754
423,423,0.753939473,0.538409876,0.79572313,2.088072479
424,424,0.713371899,0.87380621,0.86282475,2.450002859
425,425,0.546111894,0.620011795,0.731590295,1.897713984
426,426,0.858549294,0.880477988,0.888404298,2.627431579
427,427,0.845464738,0.770999513,0.702207564,2.318671815
428,428,1.216087344,0.982567914,1.323942345,3.522597603
429,429,0.924925416,0.691179121,1.065770671,2.681875208
430,430,1.293429243,1.27100069,1.342468928,3.906898861
431,431,1.0442561,1.028130466,1.136546832,3.208933397
432,432,0.724773006,0.588404626,0.693316675,2.006494307
433,433,0.738227865,0.767953109,0.843840108,2.350021082
434,434,1.033969317,0.883756453,1.091448087,3.009173857
435,435,1.059341908,0.760447968,1.138005376,2.957795252
436,436,1.075505758,0.80665927,1.012684848,2.894849876
437,437,0.953263666,0.94637077,1.195807569,3.095442006
438,438,0.764699339,0.575353657,0.827217245,2.167270241
439,439,1.084000727,0.768566957,1.124130713,2.976698397
440,440,0.750605447,0.583923512,0.779629357,2.114158316
441,441,0.68185332,0.647496846,0.741494489,2.070844654
442,442,0.441224973,0.570341934,0.557610332,1.569177238
443,443,1.106846901,1.128618168,1.046158383,3.281623452
444,444,1.59123468,1.568295449,1.654078165,4.813608295
445,445,1.25382975,1.106793779,1.175901378,3.536524907
446,446,0.934326161,0.60966644,1.107505596,2.651498197
447,447,1.748182099,1.464910348,1.539214291,4.752306738
448,448,0.568147399,0.486327454,0.558620445,1.613095299
449,449,1.780500057,1.668394338,1.962361975,5.41125637
450,450,1.507719935,1.50409451,1.458121776,4.469936221
451,451,0.785821988,0.729258865,0.699716524,2.214797376
452,452,0.630884628,0.521514762,0.765583104,1.917982494
453,453,0.409704615,0.387321392,0.673536151,1.470562158
454,454,0.68299235,0.461200627,0.564972609,1.709165586
455,455,1.042010851,1.022269256,1.092524667,3.156804775
456,456,0.780011333,0.735038951,0.657831478,2.172881762
457,457,0.920674461,0.725759667,1.091601968,2.738036095
458,458,1.120158332,0.847076117,1.235955597,3.203190046
459,459,1.403498421,1.358255248,1.075287828,3.837041497
460,460,1.111686793,0.912974452,0.97009539,2.994756635
461,461,0.572231367,0.563741652,0.620351404,1.756324423
462,462,0.722459501,0.740585205,0.852538122,2.315582828
463,463,0.971408727,0.764958586,0.975552601,2.711919913
464,464,0.651262725,0.538570787,0.746207452,1.936040964
465,465,0.717403325,0.643589511,0.634332043,1.995324879
466,466,1.06186389,0.962657297,0.97449455,2.999015737
467,467,0.699527484,0.42611789,0.597153512,1.722798886
468,468,1.128277749,0.819409686,1.041270202,2.988957636
469,469,0.627620415,0.595603987,0.738879964,1.962104365
470,470,1.268536292,1.027465869,1.584124729,3.880126891
471,471,1.013895419,0.763857729,0.873646402,2.65139955
472,472,0.754784155,0.761735338,0.778316719,2.294836212
473,473,0.622468792,0.652230416,0.471060913,1.74576012
474,474,0.642076517,0.64578807,0.63130883,1.919173418
475,475,0.836739972,0.840382859,0.909502169,2.586624999
476,476,1.126290243,0.991255818,1.428774983,3.546321043
477,477,1.024289199,0.995989204,1.3225385,3.342816904
478,478,0.721545533,0.54751505,0.822611746,2.091672329
479,479,1.010360501,0.909830015,0.862866481,2.783056998
480,480,0.513816878,0.312088819,0.44282232,1.268728017
481,481,0.953236576,0.681739263,0.89149072,2.526466558
482,482,0.406920675,0.398523519,0.354315185,1.159759378
483,483,0.82557014,0.725704535,0.875153431,2.426428106
484,484,1.490150739,1.488836676,1.474931924,4.453919339
485,485,1.284867351,1.244087519,1.454588338,3.983543208
486,486,1.182071843,1.220409793,1.210661341,3.613142977
487,487,1.022431187,0.816537504,0.896716716,2.735685407
488,488,1.278548323,1.344608292,1.674544763,4.297701378
489,489,0.938209939,0.765871911,0.995088192,2.699170041
490,490,1.297562781,1.236238064,1.321381235,3.85518208
491,491,1.499856819,1.288664609,1.216830909,4.005352338
492,492,1.159392173,1.09642149,1.213061581,3.468875244
493,493,0.530868872,0.427615499,0.681450641,1.639935013
494,494,1.357654309,1.028339332,1.285975775,3.671969416
495,495,2.035614245,1.76038884,2.017803511,5.813806596
496,496,0.781855134,0.719393616,0.862921246,2.364169995
497,497,0.613505383,0.722041842,0.717229319,2.052776544
498,498,0.475393146,0.354755946,0.533816081,1.363965172
